Plot,Title,imdbVotes,Poster,imdbRating,Genre,imdbID,Year,Language
"After twelve years in prison, Walter arrives in an unnamed city, moves into a small apartment across the street from an elementary school, gets a job at a lumberyard, and mostly keeps to himself. A quiet, guarded man, Walter finds unexpected solace from Vickie, a tough-talking woman who promises not to judge him for his history. But Walter cannot escape his past. A convicted sex offender, Walter is warily eyed by his brother-in-law, shunned by his sister, lives in fear of being discovered at work, and is hounded by a suspicious local police officer, Detective Lucas. After befriending a young girl in a neighborhood park, Walter must also grapple with the terrible prospect of his own reawakened demons.",The Woodsman,1153,http://ia.media-imdb.com/images/M/MV5BMTk2NDI1NjM2OV5BMl5BanBnXkFtZTcwMjIzMTg4NA@@._V1_SX300.jpg,63,Drama,tt0361127,2004,English                  
Follows three different people and the curve balls that life throws at them. In the end they are all brought together by one common Destiny.,Destiny Road,2030,http://ia.media-imdb.com/images/M/MV5BMTUzOTQ1NjAzMl5BMl5BanBnXkFtZTcwMDEyMTI3OA@@._V1_SX300.jpg,59,Drama,tt1930322,2012,English                  
"Moving to Portland, Oregon and finding work in food service is easy for Paul and Ramona. A struggling musician without bandmates, Paul becomes introverted and moody. Ramona's friend from college introduces her to a new social circle and she goes out while Paul stays home. When Ramona confronts turning thirty, it's time to grow beyond old routines and her relationship with Paul comes to a head.",Tandem Hearts,1887,N/A,58,Drama,tt1831772,2012,English                  
"In a series of warped, image-driven episodes, five strangers in the American West navigate overlapping landscapes of paradoxical fantasy. Constantly shifting perspective, the fractured narrative revolves around a poet, a hitchhiker and three motel rooms. A surrealistic combination of sparse dialog, unsettling characters and abstracted motion graphics animation, the film is a dreamy revision to the classic road story.",Welcome to Nowhere Bullet Hole Road,1613,http://ia.media-imdb.com/images/M/MV5BMTg4NzU0NzM2OF5BMl5BanBnXkFtZTgwOTg3MzM3MjE@._V1_SX300.jpg,73,Fantasy,tt2231681,2012,English                  
"Ben must prove he is good enough to date cop James' sister. By doing this he goes on a ""Ride Along"" to show that he is not weak and he will do whatever it takes to get James' approval but along the way runs into a few obstacles that he has to overcome in a very funny way.",Ride Along,1979,http://ia.media-imdb.com/images/M/MV5BNjU4NzYzOTY1MF5BMl5BanBnXkFtZTgwMTAyNTc1MDE@._V1_SX300.jpg,51,"Action, Comedy",tt1408253,2014,English                  
"Tommy Fulmer, a stand-up comedian has it all - the beautiful wife - the beautiful daughter and a dream job that's about to come true! That's all until Tommy is caught with possession of narcotics and sentenced to a decade of hard time. The film follows Tommy's journey starting with the day of his release. Tommy, a father who won't quit, ventures through the city of Pittsburgh trying to reclaim his daughter that he'd lost. Finding out that the road is harder than it looks, Tommy turns to drinking and occupying the city's alleyways at night, living life as a newly homeless man. - That's until he meets a four legged friend who shares the same type of living circumstances. The two team up together in an adventurous, emotional, and truly compelling story as Tommy ""Funny-Man"" Fulmer attempts to climb his way from the bottom of the ladder and back to the top one more time!",Pretty Little Things,1141,http://ia.media-imdb.com/images/M/MV5BNTEyODUwNTEzOV5BMl5BanBnXkFtZTcwNjA1OTg1OQ@@._V1_SX300.jpg,72,Drama,tt2210919,2012,English                  
"Set in New York City and written by career cop Michael Lovaglio, ""The Night Never Sleeps"" follows the...",The Night Never Sleeps,1575,http://ia.media-imdb.com/images/M/MV5BMTU2MzU5MjY3N15BMl5BanBnXkFtZTcwMjk2NTU3OQ@@._V1_SX300.jpg,66,"Action, Drama",tt2137381,2012,English                  
"Marie, after being dumped and fired on the same day, takes a job cleaning up after an overworked businessman and the aggressively messy roommate he's forgotten about. A quirky and off-kilter comedy about candy, insult comics, and pretend marriages.",Pictures of Superheroes,2173,http://ia.media-imdb.com/images/M/MV5BMTAxOTE5MzQxNDVeQTJeQWpwZ15BbWU3MDczNDc3MTk@._V1_SX300.jpg,54,Comedy,tt1858769,2012,English                  
"The art of getting women just seems to evade some guys. And in this case it's Truman, Fitch & Ryan. Armed with ""Fitch's 32 Rules to Get Women"", these complete and utter dorks set out to attract the ladies of their dreams. Truman has loved Beth for as long as he can remember. But she's the hot girl in school, and he's the kind of guy the jocks shove into lockers. Can these three figure out a way to get Beth to notice Truman? Their clumsy attempts will take them through a myriad of awkwardly funny moments that will either unlock the secret to any woman's heart, or label them losers for the rest of their lives.",Chick Magnets,1767,http://ia.media-imdb.com/images/M/MV5BMTg5NjUzMDU1Ml5BMl5BanBnXkFtZTcwMzY5MzE0Nw@@._V1_SX300.jpg,62,"Comedy, Romance",tt2210531,2012,English                  
"Sweetwater is the story of two young women whom join forces to find a cure for cancer but soon realize their lives may be in danger if they expose what they discover. Focusing on cancer, the film plays part political/corporate thriller interspersed with elements of fractured friendship, redemption and family bonds. Sweetwater suggests that while a cure is possible, or already exists, the powers that be (medical, pharmaceutical, charitable) find it in their financial interests not to reveal the solution. Would you risk your own life to save the lives of millions? Our hero's would...",The Jonas Project,1230,http://ia.media-imdb.com/images/M/MV5BMjE3NzEzOTU1OV5BMl5BanBnXkFtZTcwNTU1NjM1Nw@@._V1_SX300.jpg,51,Drama,tt1852114,2012,English                  
A Singapore Army conscript discovers his fellow soldiers turned into zombies. He escapes from camp. He discovers the zombie virus is quickly spreading and so teams up with a ragtag team of survivors in order to escape from Singapore.,Hsien of the Dead,1084,http://ia.media-imdb.com/images/M/MV5BOTYzNzgwOTU0Nl5BMl5BanBnXkFtZTcwNDQzMTgwOA@@._V1_SX300.jpg,52,Comedy,tt2231076,2012,English                  
"Meet Maggie. Meet Stephen. Two love lorn twenty-somethings who find each other on a popular Internet dating site. Does it matter that Stephen works for the site that brought the two of them together? Or that he knowingly manipulates the site to create a perfect match? As you can guess, it gets complicated. PerfectMatch is a quirky 21st century romantic comedy that realizes that as our technology evolves, the ease with which we find our soulmate does not.",PerfectMatch,2718,N/A,87,Comedy,tt2002759,2012,English                  
"After a fall-out the young writer Julian invites his best friends Carson and James to his house. When James shows up with the attractive Norwegian Terese and Carson brings along her accidental highway acquaintance Byron, the night takes an unexpected turn. Soon the usual LA LA turns into a dispute about friendship, trust and secrets. While Carson, Julian and James spiral down into their unresolved issues, Terese and Byron find out what they want. During one night in Los Feliz, they go on a journey to find out painful truths and come to surprising concessions.",Pleased to Meet You,2105,http://ia.media-imdb.com/images/M/MV5BNDYwMzM3NjE2NV5BMl5BanBnXkFtZTgwMzcxMjg3MTE@._V1_SX300.jpg,50,"Comedy, Drama, Romance",tt2483680,2012,English                  
"The story follows Violet Kubelick, a brilliant young grad student studying near-death experiences and her recent withdrawn, closed-off behavior after a mysterious, failed suicide attempt. She and her two artist-roommates are forced by financial matters to finally confront their fears and step out of the protective bubble they've created for themselves in their Brooklyn loft while Violet herself forms a cathartic relationship with a young, terminally ill girl in a hospice she is interviewing for her thesis. A story of changing, relationships, love, life and what comes after we die",Things I Dont Understand,2419,http://ia.media-imdb.com/images/M/MV5BMTg1MTAxNjA2N15BMl5BanBnXkFtZTcwNTE1OTgxNQ@@._V1_SX300.jpg,67,Drama,tt1871417,2012,English                  
"Helena loves Bertram, but he's of noble birth, while she's just a doctor's daughter. But Bertram is at the court of the King of France, who is ill, and Helena has a remedy that might cure him and win her the right to marry Bertram. But does Bertram want to marry her?",Alls Well That Ends Well,2535,N/A,61,"Comedy, Romance",tt0080352,1981,English                  
"A group of travelers descends on The Park to witness one last Firefall. They come from different backgrounds and walks of life, but their paths will crash together in hilarious ways, as a film crew document (Mockuments) their crazy antics. The characters comprised of: Scottish ""Free"" Climbers, a disgraced outdoor survival television host and his nephew, a former welter-weight bodybuilding champion who's let himself go, a dysfunctional family in denial, Park Rangers, a hiding hippie who has been living in The Park for years, and a Mutant Bear will experience amazing, terrifying and hilarious situations as they discover their true character and values on their way to the final Firefall.",Firefall An Epic Family Adventure,2374,http://ia.media-imdb.com/images/M/MV5BMjI4MzYyMzA0Nl5BMl5BanBnXkFtZTcwMDIwNDk5Ng@@._V1_SX300.jpg,65,"Adventure, Comedy, Drama",tt1995466,2012,English                  
"Days after stepping off the train, 14-year old Emmett Till from Chicago goes missing in Money, Mississippi. Later, the boy's mutilated body is found in a river. William Bradford Huie of Look magazine interviews the people of Money to get at the root of what happened. The two men acquitted for the boy's murder, Roy Bryant Jr. and J.W. Milam, agree to sit down to discuss the trial. Not a word had been uttered outside a courtroom by them or their kin, until now... * DAR HE: The Lynching of Emmett Till, is the TRUE STORY crafted from the public record: a transfixing, true-dramatization of the historic interviews and events surrounding the murder that became a lightning rod for moral outrage and pivotal in inspiring a whole generation of young people to commit to social change in the 1950s. 'His death was a spark that ignited the Civil Rights Movement in America,' Ed Bradley, Emmy Award-winning journalist. * The film was adapted from the acclaimed one-man play written and performed by Mike Wiley, similarly titled, Dar He: The Story of Emmett Till. * DAR HE is brought to you by the makers of two short films exploring the Emmett Till story: ""Empty Space"" (2009) and ""Wolf Call"" (2010), winners of 19 festival awards, 7 nominations, scores of official selections, special screenings, and other honors. ""Wolf Call"" was also nominated for a 2012 Black Reel Award for Outstanding Short Film. DAR HE is the pinnacle achievement of this work.",DAR HE The Lynching of Emmett Till,1871,http://ia.media-imdb.com/images/M/MV5BMjQzODY5Mjk0NF5BMl5BanBnXkFtZTgwNjA3MTM3MDE@._V1_SX300.jpg,68,Drama,tt2161355,2012,English                  
